"STATION","NAME","DATE","DAPR","MDPR","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WESD","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV03","WV07","WV20"
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-01",,,"0.00","   74","0.0","0.0",,"68","45",,"  444",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-02",,,"0.00","  100","0.0","0.0",,"70","42",,"  600",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-03",,,"0.00","   83","0.0","0.0",,"67","45",,"  498",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-04",,,"0.00","   97","0.0","0.0",,"70","41",,"  582",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-05",,,"0.00","   87","0.0","0.0",,"70","39",,"  528",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-06",,,"0.00","   36","0.0","0.0",,"67","44",,"  216",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-07",,,"0.00","   41","0.0","0.0",,"65","49",,"  246",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-08",,,"0.00","   62","0.0","0.0",,"67","50",,"  372",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-09",,,"0.30","    0","0.0","0.0",,"58","52",,"    0",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-10",,,"0.00","    7","0.0","0.0",,"62","54",,"   42",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-11",,,"0.25","    0","0.0","0.0",,"62","55",,"    0",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-12",,,"0.00","   19","0.0","0.0",,"67","55",,"  120",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-13",,,"0.00","   81","0.0","0.0",,"73","55",,"  492",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-14",,,"0.00","   13","0.0","0.0",,"66","55",,"   78",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-15",,,"0.00","   74","0.0","0.0",,"67","51",,"  450",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-16",,,"0.00","   96","0.0","0.0",,"69","46",,"  588",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-17",,,"0.00","   69","0.0","0.0",,"67","45",,"  420",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-18",,,"0.51","   32","0.0","0.0",,"65","49",,"  198",,,,"    1",,"    1",,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-19",,,"0.02","    9","0.0","0.0",,"55","46",,"   54",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-20",,,"0.04","  100","0.0","0.0",,"63","41",,"  618",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-21",,,"0.25","    8","0.0","0.0",,"60","48",,"   48",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-22",,,"0.00","   51","0.0","0.0",,"62","43",,"  318",,"    1","    1",,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-23",,,"0.00","  100","0.0","0.0",,"65","44",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-24",,,"0.00","  100","0.0","0.0",,"67","38",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-25",,,"0.00","  100","0.0","0.0",,"66","40",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-26",,,"0.00","  100","0.0","0.0",,"68","40",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-27",,,"0.00","   93","0.0","0.0",,"69","43",,"  582",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-28",,,"0.00","   42","0.0","0.0",,"64","51",,"  264",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-29",,,"0.14","    0","0.0","0.0",,"61","53",,"    0",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-30",,,"0.07","   10","0.0","0.0",,"66","56",,"   60",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-01-31",,,"0.00","   85","0.0","0.0",,"75","52",,"  540",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-01",,,"0.00","   96","0.0","0.0",,"75","54",,"  612",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-02",,,"0.00","  100","0.0","0.0",,"77","50",,"  636",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-03",,,"0.00","   97","0.0","0.0",,"79","49",,"  618",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-04",,,"0.00","   89","0.0","0.0",,"77","49",,"  570",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-05",,,"0.00","   95","0.0","0.0",,"80","50",,"  612",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-06",,,"0.00","   60","0.0","0.0",,"74","54",,"  390",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-07",,,"0.00","   97","0.0","0.0",,"65","48",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-08",,,"0.00","   11","0.0","0.0",,"61","47",,"   72",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-09",,,"0.00","  100","0.0","0.0",,"62","42",,"  648",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-10",,,"0.00","  100","0.0","0.0",,"66","35",,"  654",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-11",,,"0.00","  100","0.0","0.0",,"68","42",,"  654",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-12",,,"0.00","  100","0.0","0.0",,"71","43",,"  654",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-13",,,"0.25","    3","0.0","0.0",,"59","51",,"   18",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-14",,,"0.16","   24","0.0","0.0",,"72","57",,"  162",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-15",,,"0.79","   18","0.0","0.0",,"65","53",,"  120",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-16",,,"0.06","   33","0.0","0.0",,"65","51",,"  222",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-17",,,"0.24","   31","0.0","0.0",,"69","53",,"  210",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-18",,,"0.02","    4","0.0","0.0",,"68","57",,"   30",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-19",,,"0.48","    4","0.0","0.0",,"71","55",,"   30",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-20",,,"0.01","   36","0.0","0.0",,"66","53",,"  246",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-21",,,"0.08","    3","0.0","0.0",,"65","53",,"   18",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-22",,,"0.00","   89","0.0","0.0",,"69","49",,"  606",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-23",,,"0.00","   98","0.0","0.0",,"71","47",,"  660",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-24",,,"0.00","   78","0.0","0.0",,"75","49",,"  528",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-25",,,"0.00","  100","0.0","0.0",,"78","48",,"  678",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-26",,,"0.00","  100","0.0","0.0",,"82","49",,"  684",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-27",,,"0.00","  100","0.0","0.0",,"85","52",,"  684",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-28",,,"0.00","   92","0.0","0.0",,"80","50",,"  636",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-02-29",,,"0.00","   96","0.0","0.0",,"75","50",,"  660",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-01",,,"0.00","   85","0.0","0.0",,"75","51",,"  588",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-02",,,"0.00","   84","0.0","0.0",,"76","57",,"  576",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-03",,,"0.32","   71","0.0","0.0",,"70","56",,"  492",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-04",,,"0.00","  100","0.0","0.0",,"68","51",,"  696",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-05",,,"0.00","  100","0.0","0.0",,"72","50",,"  696",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-06",,,"0.03","   82","0.0","0.0",,"75","52",,"  570",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-07",,,"0.00","  100","0.0","0.0",,"68","46",,"  702",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-08",,,"0.00","  100","0.0","0.0",,"71","44",,"  702",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-09",,,"0.00","   92","0.0","0.0",,"72","48",,"  648",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-10",,,"0.08","   33","0.0","0.0",,"66","54",,"  234",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-11",,,"0.33","   64","0.0","0.0",,"66","52",,"  456",,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-12",,,"0.00","   95","0.0","0.0",,"70","49",,"  678",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-13",,,"0.00","  100","0.0","0.0",,"77","49",,"  714",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-14",,,"0.00","  100","0.0","0.0",,"77","50",,"  714",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-15",,,"0.00","   89","0.0","0.0",,"78","52",,"  636",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-16",,,"0.00","  100","0.0","0.0",,"76","51",,"  720",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-17",,,"0.00","  100","0.0","0.0",,"73","46",,"  720",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-18",,,"0.00","   86","0.0","0.0",,"76","49",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-19",,,"0.07","   66","0.0","0.0",,"63","49",,"  480",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-20",,,"0.00","  100","0.0","0.0",,"72","44",,"  726",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-21",,,"0.00","  100","0.0","0.0",,"79","50",,"  732",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-22",,,"0.01","   38","0.0","0.0",,"64","51",,"  282",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-23",,,"0.00","   97","0.0","0.0",,"70","47",,"  708",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-24",,,"0.00","   84","0.0","0.0",,"74","50",,"  618",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-25",,,"0.00","   81","0.0","0.0",,"69","53",,"  600",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-26",,,"0.02","   13","0.0","0.0",,"62","52",,"   96",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-27",,,"0.00","   93","0.0","0.0",,"70","50",,"  690",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-28",,,"0.00","   94","0.0","0.0",,"70","47",,"  696",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-29",,,"0.00","  100","0.0","0.0",,"75","46",,"  744",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-30",,,"0.00","  100","0.0","0.0",,"79","45",,"  750",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-03-31",,,"0.00","   94","0.0","0.0",,"68","50",,"  702",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-01",,,"0.14","   64","0.0","0.0",,"73","46",,"  480",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-02",,,"0.00","   67","0.0","0.0",,"65","43",,"  504",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-03",,,"0.00","  100","0.0","0.0",,"72","41",,"  756",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-04",,,"0.00","   89","0.0","0.0",,"81","48",,"  678",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-05",,,"0.00","   94","0.0","0.0",,"81","51",,"  714",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-06",,,"0.00","   97","0.0","0.0",,"80","55",,"  738",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-07",,,"0.00","  100","0.0","0.0",,"85","57",,"  768",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-08",,,"0.00","  100","0.0","0.0",,"87","52",,"  768",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-09",,,"0.00","  100","0.0","0.0",,"90","54",,"  768",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-10",,,"0.00","  100","0.0","0.0",,"90","55",,"  768",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-11",,,"0.00","  100","0.0","0.0",,"82","58",,"  774",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-12",,,"0.00","  100","0.0","0.0",,"77","55",,"  774",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-13",,,"0.00","  100","0.0","0.0",,"76","56",,"  774",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-14",,,"0.00","  100","0.0","0.0",,"82","50",,"  780",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-15",,,"0.00","  100","0.0","0.0",,"89","57",,"  780",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-16",,,"0.00","  100","0.0","0.0",,"94","59",,"  780",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-17",,,"0.00","  100","0.0","0.0",,"97","60",,"  786",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-18",,,"0.00","  100","0.0","0.0",,"98","61",,"  786",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-19",,,"0.00","  100","0.0","0.0",,"102","65",,"  792",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-20",,,"0.00","   83","0.0","0.0",,"98","70",,"  654",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-21",,,"0.00","   90","0.0","0.0",,"93","71",,"  708",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-22",,,"0.00","   93","0.0","0.0",,"74","61",,"  738",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-23",,,"0.00","   84","0.0","0.0",,"68","54",,"  666",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-24",,,"0.00","   86","0.0","0.0",,"73","50",,"  684",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-25",,,"0.00","  100","0.0","0.0",,"83","54",,"  798",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-26",,,"0.00","   93","0.0","0.0",,"90","62",,"  750",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-27",,,"0.00","   63","0.0","0.0",,"95","67",,"  504",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-28",,,"0.00","   80","0.0","0.0",,"90","62",,"  642",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-29",,,"0.13","   40","0.0","0.0",,"71","59",,"  324",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-04-30",,,"0.17","    8","0.0","0.0",,"64","57",,"   66",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-01",,,"0.00","   77","0.0","0.0",,"78","58",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-02",,,"0.00","   89","0.0","0.0",,"87","59",,"  720",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-03",,,"0.00","  100","0.0","0.0",,"90","62",,"  816",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-04",,,"0.00","   91","0.0","0.0",,"94","66",,"  744",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-05",,,"0.00","   78","0.0","0.0",,"92","70",,"  642",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-06",,,"0.00","  100","0.0","0.0",,"93","69",,"  822",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-07",,,"0.00","   84","0.0","0.0",,"93","73",,"  690",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-08",,,"0.00","  100","0.0","0.0",,"88","63",,"  822",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-09",,,"0.00","   97","0.0","0.0",,"89","65",,"  798",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-10",,,"0.00","   96","0.0","0.0",,"83","65",,"  792",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-11",,,"0.00","   55","0.0","0.0",,"74","63",,"  450",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-12",,,"0.00","  100","0.0","0.0",,"80","54",,"  828",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-13",,,"0.00","   90","0.0","0.0",,"85","57",,"  750",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-14",,,"0.21","   71","0.0","0.0",,"84","64",,"  594",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-15",,,"0.00","   81","0.0","0.0",,"82","58",,"  678",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-16",,,"0.00","   97","0.0","0.0",,"88","62",,"  810",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-17",,,"0.00","   96","0.0","0.0",,"92","68",,"  804",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-18",,,"0.00","  100","0.0","0.0",,"96","67",,"  840",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-19",,,"0.00","   98","0.0","0.0",,"100","71",,"  822",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-20",,,"0.00","  100","0.0","0.0",,"104","70",,"  840",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-21",,,"0.00","  100","0.0","0.0",,"102","72",,"  840",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-22",,,"0.00","  100","0.0","0.0",,"88","66",,"  840",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-23",,,"0.00","  100","0.0","0.0",,"93","64",,"  846",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-24",,,"0.00","  100","0.0","0.0",,"74","60",,"  846",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-25",,,"0.00","  100","0.0","0.0",,"78","54",,"  846",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-26",,,"0.00","   97","0.0","0.0",,"89","58",,"  822",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-27",,,"0.00","  100","0.0","0.0",,"87","60",,"  846",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-28",,,"0.00","  100","0.0","0.0",,"87","62",,"  852",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-29",,,"0.00","  100","0.0","0.0",,"89","59",,"  852",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-30",,,"0.00","  100","0.0","0.0",,"96","62",,"  852",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-05-31",,,"0.00","  100","0.0","0.0",,"91","62",,"  852",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-01",,,"0.00","  100","0.0","0.0",,"86","63",,"  852",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-02",,,"0.00","  100","0.0","0.0",,"93","63",,"  852",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-03",,,"0.00","  100","0.0","0.0",,"95","66",,"  858",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-04",,,"0.00","  100","0.0","0.0",,"96","68",,"  858",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-05",,,"0.00","   92","0.0","0.0",,"98","69",,"  786",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-06",,,"0.00","   90","0.0","0.0",,"96","70",,"  768",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-07",,,"0.00","   86","0.0","0.0",,"100","68",,"  738",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-08",,,"0.00","   90","0.0","0.0",,"104","68",,"  768",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-09",,,"0.00","   96","0.0","0.0",,"106","71",,"  822",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-10",,,"0.00","  100","0.0","0.0",,"106","72",,"  858",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-11",,,"0.00","  100","0.0","0.0",,"104","71",,"  858",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-12",,,"0.00","  100","0.0","0.0",,"105","73",,"  858",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-13",,,"0.00","  100","0.0","0.0",,"104","72",,"  858",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-14",,,"0.00","   83","0.0","0.0",,"101","70",,"  714",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-15",,,"0.00","  100","0.0","0.0",,"105","66",,"  864",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-16",,,"0.00","   96","0.0","0.0",,"108","70",,"  828",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-17",,,"0.00","   97","0.0","0.0",,"109","74",,"  840",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-18",,,"0.00","   94","0.0","0.0",,"107","79",,"  816",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1980-06-19",,,"0.00","   95","0.0","0.0",,"107","82",,"  822",,,,,,,,,,,,,,,,,,,
